severity_level,severity_priority,mach_root_label_name,strategy_id,strategy_name,reason,POC,data_days,total_review_in_cnt,total_review_done_cnt,total_label_cnt,avg_review_in_cnt,avg_review_done_cnt,avg_label_cnt,label_rate,prev_avg_review_in_cnt,prev_label_rate,growth_rate,daily_delta,hit_rule_ids,hit_conditions
notice,3,国家安全,10030827213,【人审】LS民主女神+专家特征,party_state_military_gov_8871_ocr_antidirt,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,党和国家形象负面,10022929691,【实验】党国_账号内容举报计次_召回送审,ocr_title_n1_risk_words_fromZL_review,李中涛,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,引人不适,10011301335,【送审】引人不适消重,local_officials_title_antidirt,陈思乔,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10012811198,【人审-LS风险】BASE_OCR_LS常规词表_8883,eva_risk_of_illegal_show_aboad_app_v1,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,侵犯未成年权益,10007550290,【送人审】未成年辍学,risk_of_illegal_gamble_zonghe_v0611,张宇轩,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,党和国家形象负面,10011947361,【送审】地方官员标题词表,sarcasm_politics_worldlist2_review,李中涛,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10022600356,【ZL推人审】隐晦涉政Z0风险综合eva多模态-推人验准,eva_0985_gov_notice_auto_sh,张发奇,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,偏激社会情绪和涉外言论,10015562073,推人_政治隐喻_afs.v2_0vv,music_id_list_12198_pianji_review,张发奇,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,党和国家形象负面,10007664405,【送审】国家机构人员-公职人员省上下+形象三合一,dazi_attack_n1_review,李中涛,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10034071912,识别_宣扬极端主义敏感人物人脸通用PE,micai_recruitment_review,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,偏激社会情绪和涉外言论,10012912390,【短】偏激词表-煽动意识形态对抗-nlp*title,fewshot_n1_obscurity,张发奇,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,15857112,【人审-维语队列】维语音频命中2724进审,leader_xp_short,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10024671775,【ZL送人审】指令进审_词表10798,eva_09996_9446_militaryleaks_v3_test,张发奇,4,6.0,6.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10008387614,【人审】极端主义-宣扬法西斯主义-纳粹图像综合,ZL_eva_n1_cartoon_neg_review,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,党和国家形象负面,10012900795,【友见】公职人员_维权举报_文本维权,weiquan_xiagui_sangzang_chuanyi_300vv,李中涛,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10023601236,【ZL送人审】图文-影射N1全场景覆盖,zhongmeiguanshuimaoyizhan,张发奇,4,6.0,6.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,15853531,【人审-维语队列】新疆进审-词表,leader_title_antidirt,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10012388677,【人审】LS词表_Recall95_LLM,risk_of_illegal_bypass_vpn_accelerator_v1,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10013031733,【人审】国家安全-常规词表-OCR,controversial_recall_V1,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,偏激社会情绪和涉外言论,10013133695,推人审_损害友华国家关系_0vv,N1_veiled_text_title_referring_long_video,张发奇,4,6.0,6.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10023471544,【ZL送人审】政治隐喻_gowest_结合cctv报道,ZL_eva_113757_political_metaphor_gowest_cctv_review,张发奇,4,5.0,6.0,0.0,1.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10012811201,【人审-LS风险】ASR_LS常规词表_8884,party_state_military_gov_8870_asr_antidirt,杜衡,2,2.0,3.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10008349497,【新】国家分裂主义-宣扬分裂主义-不完整地图,domain_politics_8class_p5_eva,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10023601236,【ZL送人审】图文-影射N1全场景覆盖,cpc_user_politic_rept_cnt_review,张发奇,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,党和国家形象负面,10028327052,识别_渲染、错误解读党内重大敏感事件V9,leader_title_nlp_antidirt,李中涛,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10030813525,【人审】LS国殇之柱+专家特征,eva_67337_party_gov_nation_element_general_review,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,党和国家形象负面,10034141402,识别_公职人员执法负面v9_高粉送审,eva_0985_gov_notice_auto_sh,李中涛,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,不良行为或争议价值观,10013847260,不良_宣扬黑社会文化_黑社会人物_v1,title_leader_table_8578,陈雅静,2,2.0,3.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,15857104,藏语命中2553进审,leader_s0_core_send_tcs,杜衡,4,6.0,6.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10007842625,【新】国家分裂主义-宣扬分裂主义-分裂主义说法,leader_title_antidirt,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,偏激社会情绪和涉外言论,10034095364,识别_过激民族主义_综合_送人审,high_bvv_pgc_0vv_review,张发奇,4,6.0,6.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10012811202,【人审】国家安全-常规词表-ASR,hit_antidirt_zl_nlp_e2e,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,偏激社会情绪和涉外言论,10015228482,推人-搬运用户新发,expert_redivist_party_state_military_gov_general_simi_content_repeat_violate_user_review,张发奇,4,6.0,6.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10014769961,【ZL送人审】杨兰兰文本识别,satirically_thoseinpower_highpre,张发奇,2,4.0,3.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10030827213,【人审】LS民主女神+专家特征,party_state_military_gov_8870_asr_antidirt,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,领导人,10034161112,识别_N1娘化,n1_ocr_review,宋诗慧,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,侵犯未成年权益,10008272100,【送人审】不正确教育综合,eva_140627_mechanism_instult_party_state_system_self_see_review,张宇轩,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,侵犯未成年权益,10011685954,【送人审】低龄作品elsa公主相关补召回送审,leader_ocr_antidirt,张宇轩,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,领导人,15811696,【送审】领导人标题敏感词-旧,micai_recruitment_review,宋诗慧,2,2.0,3.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,党和国家形象负面,10032021614,识别_公职人员执法负面v9_高粉送审,zhiling_blacklist_10798,李中涛,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10024671775,【ZL送人审】指令进审_词表10798,ccp_negative_long_video,张发奇,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,领导人,10011947364,【送审】领导人标题敏感词-新,eva_140943_regexp_nihilism_nationalist_anti_jap_unpass_review,宋诗慧,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,违法违规,10012359593,违法违规-【侵害人身安全隐私权益】-煽动实施暴力-eva-召回-v1,eva_70987_mechanism_insult_general_long_term_cluster_review,叶健,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10006025504,中视频-声纹进审：郭文贵,zl_title_ocr_table_unrecom_bigfans_renshen,杜衡,2,2.0,3.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10034071912,识别_宣扬极端主义敏感人物人脸通用PE,n1risk_ocr_leader_table,杜衡,4,6.0,6.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10030452405,识别_评论区Emoji表情排列成LS风险,jiduan_nacuituxiang_songshen,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,党和国家形象负面,10013819866,送人审_党政_损害军人形象_综合lv2,title_leader_table_8578,李中涛,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,偏激社会情绪和涉外言论,10015228482,推人-搬运用户新发,pentax_fans_19_n2,张发奇,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10013031733,【人审】国家安全-常规词表-OCR,micai_recruitment_review,杜衡,4,6.0,6.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10031884941,识别_LS易关联_二创原场景_送人审,improper_n1_v3_test,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10031460843,识别_传播LS敏感内容_坦克人,model_llm_national_security_xiejiao_sensitive_person_face_manual,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10031460843,识别_传播LS敏感内容_坦克人,eva_67337_party_gov_nation_element_general_review,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10030813525,【人审】LS国殇之柱+专家特征,micai_recruitment_review,杜衡,4,6.0,6.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10014087256,【ZL推人审】图文-隐晦涉政文本,antidirt_eva_party_state_military_gov_8873_title_review,张发奇,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10024140820,【ZL送人审】两委换届_两委换届_multi&Regexp_迭代,party_state_military_gov_8870_asr_antidirt,张发奇,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,违法违规,10026036091,违法违规-违禁商品和服务-违规通信与广电服务-召回-翻墙工具-0319,high_risk_dedup_N1_to_review,叶健,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10028054597,识别_提供售卖宗教性质的商品服务V10,sale_yisilan_product_review,杜衡,4,6.0,6.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,偏激社会情绪和涉外言论,10012303143,【实验】送审-展示涉外争议经历,title_leader_table_8578,张发奇,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10012811200,【人审】国家安全-常规词表-标题,cartoon_leader_60_180,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,党和国家形象负面,10025165109,图文_友见_无资质发政府人员信息_送审,eva_70987_mechanism_insult_general_long_term_cluster_review,李中涛,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,违法违规,10026036091,违法违规-违禁商品和服务-违规通信与广电服务-召回-翻墙工具-0319,antidirt_eva_party_state_military_gov_8873_title_review,叶健,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,不良行为或争议价值观,10028612015,识别_宣扬黑社会文化_聂磊_PE_v1,national_security_regular_OCR_words_review,陈雅静,2,2.0,3.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,党和国家形象负面,15847944,【送审】历史虚无ASR词表,wordlist_yishixingtai_nlptitle,李中涛,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,党和国家形象负面,10013819865,送人审_党政_历史虚无_综合lv2,n1_kill_words_from_ZL_review,李中涛,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10030827213,【人审】LS民主女神+专家特征,leader_nlp_ocr_antidirt,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10013031733,【人审】国家安全-常规词表-OCR,risk_of_expose_privacy_v1_519,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,偏激社会情绪和涉外言论,10031302770,识别_展示过激维权行为_专家策略迁移,zl_bj_dahanji_bj_jingwai_pe_review,张发奇,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10011642540,【人审】LS坦克人+专家特征,leader_title_nlp_antidirt,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10033856376,识别_国家安全_泄露国家秘密_通用PE,zhiling_blacklist_asr_11166,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,违法违规,10027682710,违法违规-非法组织展示、推广、招募-人脸召回-v1,ocr_tuxiang_3360,叶健,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,偏激社会情绪和涉外言论,10022850711,【图集】政治隐喻_物业&烤鸭梗EVA_综合_送审,title_leader_table_8578,张发奇,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,领导人,10012314253,【送审】领导人标题敏感词-nlp,n1_high_risk_dudep_with_crop_unsafeuser,宋诗慧,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10012811199,【人审-LS风险】标题_LS常规词表_8887,high_threshold_leader_mao_B,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,不良行为或争议价值观,10013847260,不良_宣扬黑社会文化_黑社会人物_v1,wordlist_yishixingtai_nlptitle,陈雅静,2,4.0,3.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10012811200,【人审】国家安全-常规词表-标题,wordlist_yishixingtai_nlpocr,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,指令舆情相关,10025213023,【ZL送人审】指令ASR进审_词表11166,pentax_fans_19_n2,张发奇,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10012811198,【人审-LS风险】BASE_OCR_LS常规词表_8883,hit_asr_5966_ms_foreign,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,偏激社会情绪和涉外言论,10012784239,【实验】送审-讽刺性的政治隐喻-新场景rag2-50,n1risk_ocr_gandalf_leader_table,张发奇,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10008387613,【新】邪教势力-邪教-宣扬展示-法轮功综合,ZL_n1_kuanghuanjie_diaosu_review,杜衡,6,9.0,9.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10013323447,藏语命中2553进审-OCR,leader_non_core_s1s2,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,不良行为或争议价值观,10012573348,不良行为或争议价值观-不推荐-敏感词-lgbt骄傲月v1-特殊管控,n1_high_risk_dudep_with_crop_unsafeuser,陈雅静,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10012811200,【人审】国家安全-常规词表-标题,leader_nlp_ocr_antidirt,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,偏激社会情绪和涉外言论,10022929691,【实验】党国_账号内容举报计次_召回送审,ocr_title_n1_risk_words_fromZL_review,张发奇,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,侵犯未成年权益,10022915974,【召回送审】未成年触碰他人敏感部位送审,sqxh_zjlxdsdz_couplesex_photo_300vv_auto_review,张宇轩,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,侵犯未成年权益,15763154,【送人审】7382-标题词表,leader_title_nlp_antidirt,张宇轩,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10030813525,【人审】LS国殇之柱+专家特征,hit_antidirt_leader_nlp_e2e,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10030827215,【人审】白纸运动(含AIGC)router+专家特征,leader_antidirt_5588,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10012811200,【人审】国家安全-常规词表-标题,extremist_hate_japan_highfrequency_user_review,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,领导人,10033602157,识别_【送审】毛邓周&十大元帅结合高阈值结合eva-gandalf替换,ocr_title_n1_risk_words_fromZL_review,宋诗慧,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,偏激社会情绪和涉外言论,10022486911,【图集】友见_不当煽动_PE_综合,leader_antidirt_5588,张发奇,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,领导人,10009721383,【送审】领导人漫画-胡锦涛,sarcasm_politics_worldlist2_review,宋诗慧,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10013031733,【人审】国家安全-常规词表-OCR,eva_045_wenge_sh,杜衡,6,9.0,9.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10008387614,【人审】极端主义-宣扬法西斯主义-纳粹图像综合,party_state_military_gov_8870_asr_antidirt,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,侵犯未成年权益,10021513768,【送处置】未成年社会气-读山海经名字,eva_shanhaijing_name_auto_review,张宇轩,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10032185986,识别_错误使用领土主权元素V20,fenlie_buwanzhnegditu_songshen,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,危险行为,10027541944,识别_展示他人自杀自残行为v6,weiquan_hp_zonghe,陈雅静,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,领导人,10012314255,【送审】领导人OCR敏感词-nlp,hit_asr_5966_ms_foreign,宋诗慧,4,6.0,6.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,国家安全,10006025509,中视频-声纹进审：净空,local_officials_ocr_antidirt,杜衡,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,偏激社会情绪和涉外言论,10013358463,推人审_涉外不当玩梗_0vv,controversial_recall_V1,张发奇,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,不良行为或争议价值观,10024588906,不良_自见_虐待动物_v1,user_politic_rept_cnt_review,陈雅静,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
