机审一级标签,策略ID,策略名称,送审原因,POC,日均进审量,日均完审量,日均打标量,打标率,命中原因
指令舆情相关,10019026702,【ZL推人审】美化日本生活,zl_meihuariben_300vv,张发奇,71.57142857142857,71.28571428571429,6.571428571428571,0.09218436873747494,近7天打标率<10%且进审量>100，纳入观察
领导人,10017188033,送人审_前任领导人_不规范_mzd_人民币礼品,eva_79646_leader_ex_informal_mzd_rmb_gift_review,宋诗慧,69.0,67.85714285714286,3.2857142857142856,0.04842105263157895,近7天打标率<10%且进审量>100，纳入观察
领导人,10010317129,【送审】毛邓周&十大元帅结合高阈值结合eva,n1_kill_words_from_ZL_review,宋诗慧,66.71428571428571,66.57142857142857,1.2857142857142858,0.019313304721030045,近7天打标率<10%且进审量>100，纳入观察
国家安全,10012811198,【人审-LS风险】BASE_OCR_LS常规词表_8883,zhiling_blacklist_10798,杜衡,66.28571428571429,66.0,5.571428571428571,0.08441558441558442,近7天打标率<10%且进审量>100，纳入观察
国家安全,10032150605,【人审-敏感人物】直播切片+敏感人物人脸,national_security_sensitive_person_sliced_footage_from_live_stream,杜衡,69.0,65.85714285714286,0.8571428571428571,0.013015184381778741,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10022159174,【自见】天安门/中南海+煽动性歌曲,ZL_tam_shandong_audio_selfsee_review,张发奇,65.71428571428571,65.71428571428571,1.2857142857142858,0.01956521739130435,近7天打标率<10%且进审量>100，纳入观察
领导人,10004217997,【储备放出】毛照片降权放出,image_leader_mao,宋诗慧,65.42857142857143,65.28571428571429,0.5714285714285714,0.0087527352297593,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10024827542,【ZL送人审】指令通用_指令累犯用户,social_foreign_viking_social_foreign_general_review,张发奇,65.0,65.0,2.5,0.038461538461538464,近7天打标率<10%且进审量>100，纳入观察
领导人,10009749302,【送审】领导人漫画-温家宝,cartoon_leader_wjb,宋诗慧,64.57142857142857,64.42857142857143,1.5714285714285714,0.024390243902439025,近7天打标率<10%且进审量>100，纳入观察
领导人,10011265293,【送审】胡温粉丝账号,pentax_fans_hu_wen,宋诗慧,65.28571428571429,64.42857142857143,0.7142857142857143,0.011086474501108648,近7天打标率<10%且进审量>100，纳入观察
领导人,10009721379,【进审】漫画领导人-邓小平-eva,cartoon_leader_dxp_eva,宋诗慧,64.14285714285714,63.857142857142854,5.0,0.07829977628635347,近7天打标率<10%且进审量>100，纳入观察
领导人,10032190109,gov_B出现国内国外领导人脸,gov_B_leader_faces,宋诗慧,63.0,62.857142857142854,0.0,0.0,近7天打标率<10%且进审量>100，纳入观察
国家安全,10013031733,【人审】国家安全-常规词表-OCR,zhiling_blacklist_asr_11166,杜衡,60.42857142857143,61.142857142857146,2.7142857142857144,0.04439252336448598,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031813964,识别_传播易关联LS内容_合数,model_llm_cbygllsnr_hs_pe_disp,杜衡,59.166666666666664,59.333333333333336,0.6666666666666666,0.011235955056179775,近7天打标率<10%且进审量>100，纳入观察
领导人,10024212719,降级通过_春节_低危用户&正向音频&正向内容,expert_chunjie_day_audit_release_low_risk_user_positive_audio_content_pass_review,宋诗慧,57.0,59.0,0.3333333333333333,0.005649717514124294,近7天打标率<10%且进审量>100，纳入观察
国家安全,10008349497,【新】国家分裂主义-宣扬分裂主义-不完整地图,eva_67337_party_gov_nation_element_general_review,杜衡,58.57142857142857,58.57142857142857,4.571428571428571,0.07804878048780488,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031013240,识别_AIGC坦克人,LS_model_llm_pe_burger_tank_v2_review,杜衡,57.714285714285715,57.57142857142857,3.857142857142857,0.06699751861042183,近7天打标率<10%且进审量>100，纳入观察
国家安全,10034071913,识别_宣扬分裂主义敏感人物人脸通用PE,eva_84713_mechanism_insult_general_redivist_fusion_review,杜衡,56.5,57.0,3.3333333333333335,0.05847953216374269,近7天打标率<10%且进审量>100，纳入观察
领导人,10009566131,【送审】卡通毛评论召回,cartoon_leader_mao_B_recall,宋诗慧,56.42857142857143,56.57142857142857,1.5714285714285714,0.027777777777777776,近7天打标率<10%且进审量>100，纳入观察
不良行为或争议价值观,10011746841,不良行为或争议价值观_不推荐_易引发群体对立的议题_婆媳矛盾_v1,safety_value_yyfqtdldyt_pxdl_v1_auto_review,陈雅静,56.333333333333336,55.833333333333336,5.166666666666667,0.09253731343283582,近7天打标率<10%且进审量>100，纳入观察
不良行为或争议价值观,10023162637,不良行为或争议价值观_易引发群体对立的议题_不婚不育_口号_v1,toxic_culture_controversial_issue_marriage_pregnet_v8_auto_review,陈雅静,54.285714285714285,54.285714285714285,4.857142857142857,0.08947368421052632,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10027837518,文字投稿-文本RAG-不当煽动群体事件与社会动员,tuwen_eva_improper_public_protest_review,张发奇,54.142857142857146,54.0,0.0,0.0,近7天打标率<10%且进审量>100，纳入观察
国家安全,10013523722,ocr检测大字识别-大模型版本,dazi_vlm_review,杜衡,54.0,53.857142857142854,3.7142857142857144,0.06896551724137931,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10026672377,推人审_过激维权_条幅维权_300vv副本,weiquan_tiaofu_300vv,张发奇,53.714285714285715,53.714285714285715,2.2857142857142856,0.0425531914893617,近7天打标率<10%且进审量>100，纳入观察
国家安全,10013414034,【送审】乌鲁木齐中路管控,wulumuqizhonglu_pic_review,杜衡,54.142857142857146,53.57142857142857,0.8571428571428571,0.016,近7天打标率<10%且进审量>100，纳入观察
国家安全,10012811200,【人审】国家安全-常规词表-标题,title_leader_table_8578,杜衡,53.57142857142857,53.42857142857143,5.0,0.09358288770053476,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10010730964,偏激送审_8418_8420_8411_词表,title_leader_table_8578,张发奇,52.285714285714285,52.142857142857146,4.428571428571429,0.08493150684931507,近7天打标率<10%且进审量>100，纳入观察
国家安全,10010298673,【送审】国家安全高危消重,juvenile_pojiefangchenmi,杜衡,52.0,52.0,0.0,0.0,近7天打标率<10%且进审量>100，纳入观察
领导人,10011391115,【送审】毛邓周&十大元帅人脸模型举报召回,leader_mao_B_report_recall,宋诗慧,51.57142857142857,51.857142857142854,2.0,0.03856749311294766,近7天打标率<10%且进审量>100，纳入观察
国家安全,10009637594,中视频-李志唱歌声纹-eva,lizhi_eva_long_audio_review,杜衡,51.142857142857146,51.42857142857143,1.4285714285714286,0.027777777777777776,近7天打标率<10%且进审量>100，纳入观察
领导人,10007720770,【送审】王毅eva声纹,wy_sid_eva_review,宋诗慧,50.57142857142857,50.714285714285715,2.5714285714285716,0.05070422535211268,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10019373232,【ZL送人审】永定门跳河,ZL_shmgsj_rag,张发奇,50.714285714285715,50.0,1.4285714285714286,0.02857142857142857,近7天打标率<10%且进审量>100，纳入观察
领导人,10005789688,【放出】毛邓周&十大元帅人脸低危内容,leader_mao_B_pass_review,宋诗慧,50.2,49.8,0.6,0.012048192771084338,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10014136091,【ZL送人审】N1姓名单字,zl_eva_n1_name_review,张发奇,52.0,49.42857142857143,4.142857142857143,0.0838150289017341,近7天打标率<10%且进审量>100，纳入观察
领导人,10024789537,【送审】封建迷信关联毛,leader_mao_mixin_review,宋诗慧,50.0,49.42857142857143,3.7142857142857144,0.07514450867052024,近7天打标率<10%且进审量>100，纳入观察
领导人,10013518353,【送审】现任领导人-大字风险,dazi_attack_current_leaders_review,宋诗慧,47.57142857142857,47.0,0.8571428571428571,0.0182370820668693,近7天打标率<10%且进审量>100，纳入观察
国家安全,10019067644,【不推荐】宗教文化-举报来源-隐晦佛牌,de_report_native_religion_culture_fopai_auto_review,杜衡,46.0,46.142857142857146,4.142857142857143,0.08978328173374613,近7天打标率<10%且进审量>100，纳入观察
领导人,10009799243,【送审】落马官员规则s1s2,sacked_official_s1s2,宋诗慧,45.57142857142857,45.57142857142857,3.857142857142857,0.08463949843260188,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10022193004,送审_讽刺性的政治隐喻_高频举报用户_0vv,political_satire_highfrequency_user_review,张发奇,44.857142857142854,44.714285714285715,3.0,0.0670926517571885,近7天打标率<10%且进审量>100，纳入观察
领导人,10022193004,送审_讽刺性的政治隐喻_高频举报用户_0vv,political_satire_highfrequency_user_review,宋诗慧,44.857142857142854,44.714285714285715,3.0,0.0670926517571885,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10009652795,【中视频】异见人士s3召回,opinion_person_s3_release_long_video,李中涛,44.57142857142857,44.57142857142857,0.14285714285714285,0.003205128205128205,近7天打标率<10%且进审量>100，纳入观察
领导人,10032398961,govb送审-高风险userid,gov_b_leader,宋诗慧,44.0,44.0,2.0,0.045454545454545456,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10032304352,友见_不当煽动群体事件与社会动员_重庆_人审,eva_public_protest_urgent_event_review,张发奇,43.142857142857146,43.857142857142854,1.2857142857142858,0.029315960912052116,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10010496715,【ZL送人审】舆情高危消重图片,high_risk_dedup_social_current_affairs_sh,张发奇,43.857142857142854,43.857142857142854,3.4285714285714284,0.0781758957654723,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10023711250,【图文】送人审_键政用户爱看&评论区氛围异常_文革影像_300vv,tuwen_keyboard_politics_users_related_300vv_review,李中涛,41.857142857142854,42.285714285714285,3.2857142857142856,0.0777027027027027,近7天打标率<10%且进审量>100，纳入观察
国家安全,10006025506,中视频-声纹进审：郝海东,hit_sid_gandalf_long_video,杜衡,40.857142857142854,42.0,2.5714285714285716,0.061224489795918366,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10009652796,【中视频】地方敏感官员s3召回,local_sensitive_officials_s3_release_long_video,李中涛,41.285714285714285,41.285714285714285,0.5714285714285714,0.01384083044982699,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10023035678,【ZL送人审】政治隐喻_gowest_组合,ZL_eva_216584_political_metaphor_gowest_review,张发奇,41.857142857142854,40.42857142857143,1.1428571428571428,0.028268551236749116,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10024671775,【ZL送人审】指令进审_词表10798,n1_high_risk_dudep_with_crop_unsafeuser,张发奇,40.166666666666664,40.333333333333336,3.3333333333333335,0.08264462809917356,近7天打标率<10%且进审量>100，纳入观察
不良行为或争议价值观,10013847260,不良_宣扬黑社会文化_黑社会人物_v1,toxic_culture_beatiful_criminal_auto_review,陈雅静,40.42857142857143,40.285714285714285,2.857142857142857,0.07092198581560284,近7天打标率<10%且进审量>100，纳入观察
国家安全,10001819210,【国家安全】雪山狮子旗eva-进审藏语,eva_67337_party_gov_nation_element_general_review,杜衡,40.285714285714285,40.285714285714285,3.4285714285714284,0.0851063829787234,近7天打标率<10%且进审量>100，纳入观察
国家安全,10030613598,识别_LS藏头诗,model_llm_ls_cangtoushi_risk_manual,杜衡,40.857142857142854,40.0,0.8571428571428571,0.02142857142857143,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10012015596,【舆情送人审】视频&图集长宽比异常,resolution_ratio_anomaly_review,张发奇,39.857142857142854,40.0,1.4285714285714286,0.03571428571428571,近7天打标率<10%且进审量>100，纳入观察
领导人,10032190110,govb送审-命中偏激/党国词表,core_protection_gov_user,宋诗慧,39.42857142857143,39.285714285714285,0.0,0.0,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10020303531,【ZL送人审】影射/负面情绪-N1相关-小鲤鱼-平平,ZL_yingshen1_pingping_juao_0vv,张发奇,38.57142857142857,38.42857142857143,2.142857142857143,0.055762081784386616,近7天打标率<10%且进审量>100，纳入观察
国家安全,10030827214,【人审】LS民主女神router+专家特征,LS_minzhunvshen_26_review,杜衡,37.57142857142857,37.142857142857146,0.42857142857142855,0.011538461538461539,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031508376,识别_传播LS敏感内容_坦克碾压,model_llm_cblsmgnr_tankeren_all_disp,杜衡,36.857142857142854,37.0,2.857142857142857,0.07722007722007722,近7天打标率<10%且进审量>100，纳入观察
色情性化,10030221280,色情低俗-色情导流-抽帧相似查重-人审,sqds_sqdl_czxxcc_review,刘小楷,36.8,36.8,1.6,0.043478260869565216,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10024212198,临时小流量验准【送人审ZL不推荐】指令停推_词表10794,zhiling_blacklist_10794_unrecommend,张发奇,36.42857142857143,36.142857142857146,1.8571428571428572,0.05138339920948617,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10018104170,【ZL送人审】转评论投稿原评论审核友见/自见-视频推荐状态高粉送审,ZL_comment_trans_video_12_gaofen_renshen,张发奇,36.0,36.0,1.2857142857142858,0.03571428571428571,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10023388937,图文自见_历史虚无_四人帮模型_送人审,tuwen_eva_113553_gang_of_four_related_review,李中涛,36.0,35.714285714285715,2.857142857142857,0.08,近7天打标率<10%且进审量>100，纳入观察
国家安全,10012811198,【人审-LS风险】BASE_OCR_LS常规词表_8883,n1_ocr_review,杜衡,34.857142857142854,34.857142857142854,2.857142857142857,0.08196721311475409,近7天打标率<10%且进审量>100，纳入观察
国家安全,10011642540,【人审】LS坦克人+专家特征,eva_84713_mechanism_insult_general_redivist_fusion_review,杜衡,34.57142857142857,34.57142857142857,2.5714285714285716,0.0743801652892562,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10019542617,图文-同质化,tongzhihua_shezheng_review,张发奇,34.285714285714285,34.142857142857146,2.142857142857143,0.06276150627615062,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10019542617,图文-同质化,tongzhihua_shezheng_review,李中涛,34.285714285714285,34.142857142857146,2.142857142857143,0.06276150627615062,近7天打标率<10%且进审量>100，纳入观察
国家安全,10030813525,【人审】LS国殇之柱+专家特征,zhiling_blacklist_10798,杜衡,33.57142857142857,33.57142857142857,2.7142857142857144,0.08085106382978724,近7天打标率<10%且进审量>100，纳入观察
国家安全,10010298673,【送审】国家安全高危消重,high_risk_dedup_social_current_affairs_sh,杜衡,33.42857142857143,33.42857142857143,1.1428571428571428,0.03418803418803419,近7天打标率<10%且进审量>100，纳入观察
领导人,10009721377,【进审】漫画领导人-周恩来-eva,cartoon_leader_znl_eva,宋诗慧,33.285714285714285,33.42857142857143,0.5714285714285714,0.017094017094017096,近7天打标率<10%且进审量>100，纳入观察
领导人,10029627135,【送人审】N1举报信号,N1_report_sz_review,宋诗慧,33.0,33.285714285714285,1.1428571428571428,0.034334763948497854,近7天打标率<10%且进审量>100，纳入观察
国家安全,10032811670,【人审-敏感人物】历史违规+敏感人物人脸,zhiling_blacklist_10798,杜衡,33.42857142857143,33.285714285714285,2.4285714285714284,0.07296137339055794,近7天打标率<10%且进审量>100，纳入观察
国家安全,10004567129,【国家分裂主义】分裂主义元素展示-台湾wtc旗,taiwan_wtc_sh,杜衡,31.857142857142858,31.285714285714285,1.1428571428571428,0.0365296803652968,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,15811787,【ZL送人审】地理围栏-突发事件结合社会事件进审指令队列,eva_party_state_element_informal_ugc_self_see_review,张发奇,31.142857142857142,31.142857142857142,0.2857142857142857,0.009174311926605505,近7天打标率<10%且进审量>100，纳入观察
国家安全,10032811670,【人审-敏感人物】历史违规+敏感人物人脸,ZL_user_list_zl_redivist_review,杜衡,31.285714285714285,30.571428571428573,1.5714285714285714,0.0514018691588785,近7天打标率<10%且进审量>100，纳入观察
国家安全,10034071911,识别_邪教敏感人物人脸通用PE,model_llm_gandalf_sensitive_person_manual,杜衡,30.5,30.166666666666668,3.0,0.09944751381215469,近7天打标率<10%且进审量>100，纳入观察
国家安全,10011642540,【人审】LS坦克人+专家特征,zhiling_blacklist_10798,杜衡,29.428571428571427,29.428571428571427,1.8571428571428572,0.06310679611650485,近7天打标率<10%且进审量>100，纳入观察
国家安全,10012811198,【人审-LS风险】BASE_OCR_LS常规词表_8883,sarcasm_politics_worldlist2_review,杜衡,29.285714285714285,29.142857142857142,2.857142857142857,0.09803921568627451,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10029715793,送审_讽刺性的政治隐喻_高频举报用户_300vv,political_satire_highfrequency_user_review,张发奇,28.285714285714285,28.428571428571427,1.2857142857142858,0.04522613065326633,近7天打标率<10%且进审量>100，纳入观察
领导人,10018861101,【送人审】N1关联柚子不当营销,xi_youzi_review,宋诗慧,28.285714285714285,28.428571428571427,0.2857142857142857,0.010050251256281407,近7天打标率<10%且进审量>100，纳入观察
领导人,10029715793,送审_讽刺性的政治隐喻_高频举报用户_300vv,political_satire_highfrequency_user_review,宋诗慧,28.285714285714285,28.428571428571427,1.2857142857142858,0.04522613065326633,近7天打标率<10%且进审量>100，纳入观察
国家安全,10012388677,【人审】LS词表_Recall95_LLM,zhiling_blacklist_10798,杜衡,28.285714285714285,28.285714285714285,2.7142857142857144,0.09595959595959595,近7天打标率<10%且进审量>100，纳入观察
国家安全,10012811200,【人审】国家安全-常规词表-标题,sarcasm_politics_worldlist2_review,杜衡,28.142857142857142,28.0,2.2857142857142856,0.08163265306122448,近7天打标率<10%且进审量>100，纳入观察
国家安全,10015025019,【人审】白纸革命管控,white_paper_review,杜衡,28.0,27.571428571428573,0.2857142857142857,0.010362694300518135,近7天打标率<10%且进审量>100，纳入观察
国家安全,10012811198,【人审-LS风险】BASE_OCR_LS常规词表_8883,n1risk_ocr_leader_table,杜衡,27.142857142857142,27.285714285714285,2.7142857142857144,0.09947643979057591,近7天打标率<10%且进审量>100，纳入观察
领导人,10032190109,gov_B出现国内国外领导人脸,gov_b_sensitive_words,宋诗慧,27.142857142857142,27.142857142857142,0.14285714285714285,0.005263157894736842,近7天打标率<10%且进审量>100，纳入观察
不良行为或争议价值观,10023486882,不良行为或争议价值观_不推荐_宣扬非主流性取向_交友_v2,toxic_culture_lgbt_make_friend_auto_review,陈雅静,26.857142857142858,26.857142857142858,2.0,0.07446808510638298,近7天打标率<10%且进审量>100，纳入观察
国家安全,10011642540,【人审】LS坦克人+专家特征,cut_push_dignitaries_interaction_0vv,杜衡,26.428571428571427,26.571428571428573,0.5714285714285714,0.021505376344086023,近7天打标率<10%且进审量>100，纳入观察
侵犯未成年权益,10023201536,【送人审】未成年违法-小天才-eva,underage_xtc,张宇轩,26.142857142857142,26.142857142857142,0.2857142857142857,0.01092896174863388,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10012954408,核心词表+新e2e+nlp-指令,n1_kill_words_from_ZL_review,张发奇,26.428571428571427,25.857142857142858,2.5714285714285716,0.09944751381215469,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10015201146,不推荐_影响友华国家形象_金正恩_0VV,eva_antidirt_KimJongUn_stop_pushing_0vv,张发奇,25.714285714285715,25.714285714285715,1.2857142857142858,0.05,近7天打标率<10%且进审量>100，纳入观察
领导人,10012314255,【送审】领导人OCR敏感词-nlp,local_officials_ocr_antidirt,宋诗慧,24.857142857142858,25.0,0.7142857142857143,0.02857142857142857,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10025912222,送人审_省级及以上_农药司长_送审,eva_115714_gov_affairs_above_pesticide_review,李中涛,25.0,24.714285714285715,0.5714285714285714,0.023121387283236993,近7天打标率<10%且进审量>100，纳入观察
领导人,10007720769,【送审】七常eva声纹,7c_sid_eva_review,宋诗慧,23.571428571428573,24.0,1.1428571428571428,0.047619047619047616,近7天打标率<10%且进审量>100，纳入观察
国家安全,10013031733,【人审】国家安全-常规词表-OCR,hit_antidirt_1768,杜衡,23.714285714285715,23.714285714285715,1.4285714285714286,0.060240963855421686,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10022271678,【ZL送人审】指令准入_ocr词表_AIGC,party_state_military_gov_8871_ocr_antidirt,张发奇,23.714285714285715,23.571428571428573,2.2857142857142856,0.09696969696969697,近7天打标率<10%且进审量>100，纳入观察
短期策略迁移,10004251878,复审管控敏感人物人脸模型送审,review_sensitive_faces,陈思乔,23.142857142857142,23.0,0.42857142857142855,0.018633540372670808,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10020529377,【ZL推人审】影射/负面情绪-N1相关-老九/九筒,ZL_yingshe_eva_laojiu_selfsee,张发奇,23.6,23.0,1.6,0.06956521739130435,近7天打标率<10%且进审量>100，纳入观察
领导人,10025171201,送人审_领导人_综合_多次多天举报成立用户-副本12,expert_redivist_leader_general_repeat_reported_user_review,宋诗慧,23.0,22.857142857142858,2.0,0.0875,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031508376,识别_传播LS敏感内容_坦克碾压,model_llm_pe_LS_aigc_tankman_review,杜衡,22.285714285714285,22.428571428571427,1.4285714285714286,0.06369426751592357,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10025167950,【ZL送人审】政绩观八大规定-不推,ZL_zhengjiguan_butui_multi_selfsee_review,张发奇,23.0,22.285714285714285,1.4285714285714286,0.0641025641025641,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10024140820,【ZL送人审】两委换届_两委换届_multi&Regexp_迭代,eva_70985_gov_under_province_general_long_term_cluster_review,张发奇,22.0,22.0,1.5714285714285714,0.07142857142857142,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10023205404,图文_自见_历史虚无_四人帮_送人审,tuwen_hastag_gang_of_four_related_review,李中涛,21.428571428571427,21.571428571428573,1.4285714285714286,0.06622516556291391,近7天打标率<10%且进审量>100，纳入观察
领导人,10025109710,【ZL送人审】N1雕塑负面,ZL_eva_n1_statue_neg_review,宋诗慧,21.714285714285715,21.0,1.2857142857142858,0.061224489795918366,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10012894103,推人审_过激维权_举牌维权_300vv,weiquan_jupai_300vv,张发奇,21.0,21.0,0.5714285714285714,0.027210884353741496,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10024671775,【ZL送人审】指令进审_词表10798,leader_former_s1s2,张发奇,20.857142857142858,20.857142857142858,1.2857142857142858,0.06164383561643835,近7天打标率<10%且进审量>100，纳入观察
领导人,10020176676,送人审_宣扬落马领导人_薄熙来_地标&Regxp,eva_expert_sacked_leader_boxilai_location_name_memorial_regxp_review,宋诗慧,20.857142857142858,20.857142857142858,0.2857142857142857,0.0136986301369863,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10031190417,识别_涉朝_介绍朝鲜生活,model_llm_national_security_national_secrets_leak_general_prompt_manual,张发奇,20.714285714285715,20.142857142857142,2.0,0.09929078014184398,近7天打标率<10%且进审量>100，纳入观察
领导人,10033229846,识别_444决议关联N1,llm_seqing_sqdl_fm_review,宋诗慧,19.428571428571427,19.428571428571427,0.14285714285714285,0.007352941176470588,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10017400371,友见_体制机制_重大会议_不规范_酒桌x中全会,eva_81269_mechanism_conference_informal_dining_xzhongquanhui_friend_see_review,李中涛,19.571428571428573,19.428571428571427,0.14285714285714285,0.007352941176470588,近7天打标率<10%且进审量>100，纳入观察
国家安全,10012811202,【人审】国家安全-常规词表-ASR,zhiling_blacklist_asr_11166,杜衡,19.0,19.0,0.2857142857142857,0.015037593984962405,近7天打标率<10%且进审量>100，纳入观察
短期策略迁移,10024813633,【送人审】针对特殊作品抖音违禁库消重+敏感词召回,special_Illegal_arts_keywords_manual,陈思乔,18.714285714285715,19.0,1.1428571428571428,0.06015037593984962,近7天打标率<10%且进审量>100，纳入观察
国家安全,10016288962,全审_高粉高热_0vv进审,social_foreign_viking_social_foreign_general_review,杜衡,18.857142857142858,18.857142857142858,1.0,0.05303030303030303,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10024827542,【ZL送人审】指令通用_指令累犯用户,leader_wangyi_face,张发奇,18.857142857142858,18.714285714285715,0.8571428571428571,0.04580152671755725,近7天打标率<10%且进审量>100，纳入观察
国家安全,10012076729,视频-李志说话声纹-eva,lizhi_eva_audio_review,杜衡,18.571428571428573,18.571428571428573,0.5714285714285714,0.03076923076923077,近7天打标率<10%且进审量>100，纳入观察
国家安全,10011642540,【人审】LS坦克人+专家特征,leader_ocr_antidirt,杜衡,18.571428571428573,18.571428571428573,0.14285714285714285,0.007692307692307693,近7天打标率<10%且进审量>100，纳入观察
领导人,10024956881,【ZL送人审】狂欢节雕塑画面模型,safety_public_eva_keywords_lgbt_rainbow_v2_review,宋诗慧,18.0,18.0,0.7142857142857143,0.03968253968253968,近7天打标率<10%且进审量>100，纳入观察
领导人,10009576435,【送审】盘点落马官员,eva_0845_govhr_review,宋诗慧,18.0,18.0,1.7142857142857142,0.09523809523809523,近7天打标率<10%且进审量>100，纳入观察
国家安全,10001819210,【国家安全】雪山狮子旗eva-进审藏语,safety_public_eva_keywords_lgbt_rainbow_v2_review,杜衡,17.285714285714285,17.285714285714285,1.1428571428571428,0.06611570247933884,近7天打标率<10%且进审量>100，纳入观察
色情性化,10027361828,色情_展示宣扬性隐私_喷雾推荐_300vv_电商卖货,sqxh_zjlxdsdz_single_man_spray_300vv_auto_review,刘小楷,17.285714285714285,17.285714285714285,1.4285714285714286,0.08264462809917356,近7天打标率<10%且进审量>100，纳入观察
国家安全,10019164466,【人审-藏语队列】AIGC雪山狮子形象-藏语,snow_lion_aigc_review,杜衡,18.285714285714285,17.285714285714285,0.8571428571428571,0.049586776859504134,近7天打标率<10%且进审量>100，纳入观察
国家安全,10012811198,【人审-LS风险】BASE_OCR_LS常规词表_8883,safety_dang_keywords_ocr_a_title_review,杜衡,17.142857142857142,17.285714285714285,0.2857142857142857,0.01652892561983471,近7天打标率<10%且进审量>100，纳入观察
国家安全,10012811199,【人审-LS风险】标题_LS常规词表_8887,leader_title_antidirt,杜衡,17.142857142857142,17.0,1.5714285714285714,0.09243697478991597,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10016282945,【ZL送人审】指令停推_词表10794-高粉,sarcasm_politics_worldlist2_review,张发奇,17.0,17.0,1.5714285714285714,0.09243697478991597,近7天打标率<10%且进审量>100，纳入观察
领导人,10005958670,【送审】领导人高危消重,eva_0845_govhr_review,宋诗慧,16.857142857142858,16.857142857142858,0.8571428571428571,0.05084745762711865,近7天打标率<10%且进审量>100，纳入观察
国家安全,10030341851,【LS】举报策略补充,N1_report_sz_review,杜衡,16.571428571428573,16.571428571428573,0.14285714285714285,0.008620689655172414,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10020272133,【ZL送人审】影射/负面情绪-N1相关-小鲤鱼-平平-300vv,ZL_yingshen1_pingping_juao_0vv,张发奇,16.571428571428573,16.428571428571427,1.1428571428571428,0.06956521739130435,近7天打标率<10%且进审量>100，纳入观察
国家安全,10004570366,【国家分裂主义】分裂主义元素展示-台湾双十logo-增强版,shuangshi_taiwan_logo_strong_sh,杜衡,16.857142857142858,16.142857142857142,0.5714285714285714,0.035398230088495575,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10025165114,图文_不推荐_体制机制元素_不规范_想入党_送审,tuwen_eva_82839_mechanism_element_informal_join_the_party_review,李中涛,16.0,15.857142857142858,1.1428571428571428,0.07207207207207207,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10013819863,送人审_党政_党国重要元素_综合lv2,sarcasm_politics_worldlist2_review,李中涛,15.428571428571429,15.428571428571429,1.2857142857142858,0.08333333333333333,近7天打标率<10%且进审量>100，纳入观察
国家安全,10033554719,识别_gandalf策略替换_时政8分类p2LS,model_llm_metaphor_mislead_pe_review,杜衡,15.0,15.142857142857142,0.14285714285714285,0.009433962264150943,近7天打标率<10%且进审量>100，纳入观察
